ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
XFIZ1546294: 6102kg (26%)
YVZJ7699052: 3812kg (26%)
CUPJ9910097: 3919kg (26%)
JQAZ8606988: 4070kg (26%)
HAQU8774595: 5765kg (26%)
HESU6034045: 7445kg (26%)
TCQJ7924783: 7552kg (26%)
HXCU3411719: 5625kg (26%)
SHTU6473744: 2588kg (26%)
PMSU2291117: 4736kg (26%)
OFIJ3229970: 4835kg (26%)
MBNZ7469157: 5435kg (26%)
XOHU9761855: 4924kg (26%)
FRYZ0212040: 5918kg (26%)
UAHZ2235372: 4267kg (26%)
GGEJ9704878: 4310kg (26%)
RPSU9555220: 6763kg (26%)
RIKJ9648267: 4020kg (26%)
HSGZ3148205: 6140kg (26%)
TTSZ0712975: 4348kg (26%)
SZKZ0076407: 6663kg (26%)
WFVZ0589923: 4878kg (26%)
VMNU2040533: 5183kg (26%)
TLOU8501140: 7318kg (26%)
YSQJ3841374: 5535kg (26%)
OPJU5173460: 3938kg (26%)
EJOU7529342: 7247kg (26%)
WDJU9492026: 6635kg (26%)
UVWJ2196387: 4232kg (26%)
ZVBJ3193475: 7757kg (26%)
CHZU5855605: 4786kg (26%)
CUCZ4302096: 4453kg (26%)
YKSZ8908694: 2858kg (26%)
EPIU9070016: 5957kg (26%)
PTOU3392780: 3011kg (26%)
GYSZ8303778: 6771kg (26%)
IVQU5626104: 3353kg (26%)
UXFZ3041717: 5681kg (26%)
RWAU8060181: 4873kg (26%)
HQEU5704627: 5147kg (26%)
QFTU4381046: 7042kg (26%)
BNTJ7323014: 7713kg (26%)
IHVJ2928381: 5633kg (26%)
WLZJ8952844: 5713kg (26%)
ZJRJ1058319: 4905kg (26%)
NSFJ6846860: 5253kg (26%)
EVVJ3823468: 4376kg (26%)
YWQZ3823806: 5261kg (26%)
BQFJ9597612: 4522kg (26%)
XUWU0799139: 4645kg (26%)
WZNU4153398: 7706kg (26%)
NNIZ2329167: 3667kg (26%)
YCKU6922329: 5441kg (26%)
SGGZ0085727: 4403kg (26%)
HFIZ9999671: 5014kg (26%)
JNNJ4876054: 5159kg (26%)
RYKZ6069460: 5416kg (26%)
HCEU8383290: 4571kg (26%)
EEGU5518793: 6824kg (26%)
PEBU5532208: 5696kg (26%)
HMBZ9006431: 7513kg (26%)
HXBJ7900423: 5725kg (26%)
JQAU1894012: 3865kg (26%)
WDCJ7404946: 5430kg (26%)
HBVZ3174613: 6660kg (26%)
RGWJ9107030: 6926kg (25%)
GCJJ6877778: 6331kg (25%)
YUZJ9969071: 3610kg (25%)
BNYZ6993239: 6627kg (25%)
UQKZ5890929: 6808kg (25%)
KSGJ5077048: 4342kg (25%)
YJLU4415936: 4620kg (25%)
FHEU0091292: 4122kg (25%)
UHZU2480446: 3904kg (25%)
JKMJ9019464: 3607kg (25%)
UNJZ6606886: 7425kg (25%)
JPHJ7732507: 7260kg (25%)
RSMZ9428345: 4769kg (25%)
PSFJ4406804: 6123kg (25%)
LPDJ3408998: 5384kg (25%)
PIJZ1124811: 3806kg (25%)
ZLRZ9681693: 7292kg (25%)
DSZJ2929801: 6788kg (25%)
BRIZ7543433: 4986kg (25%)
HBAJ4697747: 4707kg (25%)
AIVZ4113876: 5449kg (25%)
OAYZ6263396: 3863kg (25%)
WZNJ7342933: 3787kg (25%)
TMBZ5147872: 3587kg (25%)
MPIJ5629251: 4382kg (25%)
JUAJ3531663: 4960kg (25%)
ZFBU7218812: 3594kg (25%)
YRGZ2664413: 6535kg (25%)
VYEZ7798137: 3554kg (25%)
MJVZ7604598: 6366kg (25%)
KJWU4143911: 4151kg (25%)
TWSU4936330: 4268kg (25%)
JBDJ1511555: 4192kg (25%)
ECXZ2823153: 2978kg (25%)
GSKZ7401998: 5505kg (25%)
AKZZ9989178: 3481kg (25%)
GWXJ6121697: 5918kg (25%)
JZLJ7394898: 4923kg (25%)
RHGJ5573805: 7158kg (25%)
QRGJ8150713: 4879kg (25%)
JSZJ6202683: 6438kg (25%)
VXEJ1585289: 6461kg (25%)
MVHZ6093807: 2656kg (25%)
RNEZ1264137: 6087kg (25%)
MLVZ9386297: 5611kg (25%)
VOHZ3024325: 7028kg (25%)
CXWZ2262999: 4496kg (25%)
XUWZ2934462: 5970kg (25%)
LWQU6157615: 6419kg (25%)
HZXU8993417: 5225kg (25%)
FHGU1424948: 4090kg (25%)
NOQJ1096420: 6068kg (25%)
SXQU7358039: 4103kg (25%)
OPOU5418739: 3583kg (25%)
WVXZ6915941: 3665kg (25%)
WKKJ7001718: 6379kg (25%)
MXIZ1685300: 6858kg (25%)
QNYU6369845: 6986kg (25%)
EKBZ8938094: 6373kg (25%)
IBJU1427167: 4251kg (25%)
FOYJ0846726: 4152kg (25%)
AADU0003952: 6728kg (25%)
RVLJ1030954: 4261kg (25%)
DHDJ4971736: 4839kg (25%)
JBHJ5229602: 5741kg (25%)
ESIU0251089: 5563kg (25%)
CRSZ0955956: 7223kg (25%)
KQSZ8627117: 4732kg (25%)
KZXJ5921694: 3390kg (25%)
YQAU4993085: 5567kg (25%)
XECZ1150272: 5250kg (25%)
CRAU5335367: 7218kg (25%)
WVAU6336554: 3252kg (25%)
SOZZ2129238: 5153kg (25%)
SGCU2708644: 7181kg (25%)
IBKU4428685: 4484kg (25%)
ISEJ9125422: 5186kg (25%)
GDBJ3379758: 4513kg (25%)
AEYZ8487554: 7456kg (25%)
YLJZ5342111: 4942kg (25%)
SORU0765662: 6252kg (25%)
MCPJ8170735: 6996kg (25%)
WSDZ1771331: 3212kg (25%)
LSDJ8575098: 5628kg (25%)
RBHJ2242692: 5859kg (25%)
NNQZ5179103: 5862kg (25%)
BZMZ9278747: 4956kg (25%)
PZRJ5111084: 5624kg (25%)
ULEZ4349743: 5234kg (25%)
IZSJ6433801: 4797kg (25%)
MTEJ6936831: 5293kg (25%)
UDMU4291620: 6321kg (25%)
RDSJ5055264: 5593kg (25%)
ELOJ8774629: 4767kg (25%)
OJZZ4341287: 6641kg (25%)
TDYU4110009: 5070kg (25%)
VFXZ9218054: 7122kg (25%)
MSQZ6031982: 5660kg (25%)
XIDZ6074659: 5511kg (25%)
DNBZ7902007: 7446kg (25%)
XLDZ5932846: 3362kg (25%)
JTAU2226946: 4212kg (25%)
QOFJ5445866: 4295kg (25%)
VSJU6936107: 4099kg (25%)
HYYJ4430807: 3955kg (25%)
OTBZ7750190: 5525kg (25%)
QCPJ0095719: 3657kg (25%)
ZEBJ8782277: 5875kg (25%)
HAUJ2537000: 4307kg (25%)
CGKZ1096410: 5511kg (25%)
UHVU5688597: 6820kg (25%)
NYOZ2129380: 3291kg (25%)
DWGJ4056559: 5730kg (25%)
YTEU2048813: 7154kg (25%)
QRWU1006828: 4532kg (25%)
UVRJ1593130: 4316kg (25%)
XAHJ5488665: 5116kg (24%)
CBSZ2094250: 5359kg (24%)
ZSFZ1112086: 6689kg (24%)
SFDJ7977413: 4919kg (24%)
KHWU9548761: 4815kg (24%)
SJLU8545824: 5646kg (24%)
LBUU1414853: 4040kg (24%)
CEOZ3278417: 4924kg (24%)
PCSU7489322: 3965kg (24%)
BZYJ2155431: 4246kg (24%)
ZAFZ5079543: 6041kg (24%)
ICMZ4933622: 6359kg (24%)
CSVU0080068: 7116kg (24%)
ZUXU0393094: 2483kg (24%)
HZIU6747804: 3123kg (24%)
RKXJ3541415: 7263kg (24%)
LGWU1639811: 5465kg (24%)
KEJZ2800199: 5183kg (24%)
QOSU6464235: 4784kg (24%)
LWHU3869876: 6741kg (24%)
AUCU8801476: 5150kg (24%)
UPDZ5344274: 3135kg (24%)
URWU0646754: 6166kg (24%)
DZDZ4200863: 2878kg (24%)
ODOZ5287283: 4159kg (24%)
ZTWZ5512835: 6392kg (24%)
ELHJ9592526: 5125kg (24%)
BKMZ9357062: 4764kg (24%)
FWCZ9156338: 3745kg (24%)
PSEZ2788304: 3998kg (24%)
WKDU5851394: 4607kg (24%)
XPGU7245231: 4230kg (24%)
KDCJ2725574: 7066kg (24%)
EXAU3379522: 4324kg (24%)
OVIJ8860143: 4583kg (24%)
LLPJ9334595: 3917kg (24%)
SORJ7765006: 4058kg (24%)
SNYJ0660318: 5112kg (24%)
UKNZ8015143: 4978kg (24%)
GVQJ1073057: 3959kg (24%)
KHLZ4321760: 5959kg (24%)
XXTZ2079774: 4928kg (24%)
NKRJ7129374: 6511kg (24%)
VMKZ0459547: 4885kg (24%)
SGXU5988076: 3941kg (24%)
XKFJ0114089: 5430kg (24%)
UZFU4210132: 3970kg (24%)
BCFZ9278466: 2620kg (24%)
GZWJ1484502: 3448kg (24%)
YHMJ8010242: 5011kg (24%)
XOVU3391402: 4162kg (24%)
ZVHZ2427551: 4813kg (24%)
UJPJ7043023: 4814kg (24%)
ISRU1056457: 3660kg (24%)
RRKJ0376875: 4624kg (24%)
YLMZ2097431: 5344kg (24%)
DGEJ9368789: 5563kg (24%)
JWGZ1402449: 5709kg (24%)
PODU5795991: 6339kg (24%)
FHSZ8321365: 3769kg (24%)
LCXZ7832186: 6474kg (24%)
WPJU8914690: 2842kg (24%)
HHXJ1383672: 6131kg (24%)
VGYZ8989814: 7071kg (24%)
GDGJ2155022: 5283kg (24%)
XWRJ4408397: 5171kg (24%)
LJQJ5345265: 4666kg (24%)
PYGZ3589303: 4847kg (24%)
NYZU0361731: 4904kg (24%)
BVMU8177685: 7265kg (24%)
QNEZ4081309: 3351kg (24%)
MPSU3521757: 4710kg (24%)
GUJJ3986689: 3521kg (24%)
UGWZ5323215: 6137kg (24%)
ZQVZ4504120: 5038kg (24%)
GEVJ3091387: 3462kg (24%)
DGXJ8675151: 3675kg (24%)
WAJZ7685601: 3832kg (24%)
LFJJ3096121: 5513kg (24%)
XDHZ3534721: 6282kg (24%)
APXJ2374435: 4345kg (24%)
DTOZ7336961: 7105kg (24%)
CJKZ9393054: 4655kg (24%)
XNEU2769840: 6422kg (24%)
GBEZ8981061: 2863kg (24%)
VBYZ4453215: 6812kg (24%)
TKIZ0629575: 6271kg (24%)
ULUU9768479: 5753kg (24%)
YIEJ8969150: 5550kg (24%)
RLWU6557154: 2825kg (24%)
RWLU0418979: 6770kg (24%)
JULJ0689740: 4582kg (24%)
RDTZ3823487: 5991kg (24%)
AAOZ3938565: 5456kg (24%)
HNLU8259940: 3332kg (24%)
HSDJ7284659: 5617kg (24%)
UKNU8784058: 4137kg (23%)
JRNJ9095463: 3114kg (23%)
FTUU6203486: 5533kg (23%)
RIRU8719074: 4600kg (23%)
LWYJ4569539: 4884kg (23%)
CGAZ0384666: 5532kg (23%)
SNWZ2326665: 4924kg (23%)
MTXZ1534358: 3334kg (23%)
PYTZ2992542: 5447kg (23%)
YYKZ1759633: 3655kg (23%)
DWIZ3168363: 4368kg (23%)
KNYJ9488087: 3024kg (23%)
TWNZ3538496: 6138kg (23%)
UKYZ5775442: 6384kg (23%)
ZTFJ9297969: 4870kg (23%)
IEDZ6157644: 3607kg (23%)
BWKJ8738104: 2612kg (23%)
LSHJ0180509: 6828kg (23%)
ONQU2779268: 5728kg (23%)
GGWU3633191: 2806kg (23%)
VBQJ0978703: 4895kg (23%)
WLGU1652848: 5875kg (23%)
TZXJ9047845: 4903kg (23%)
BVAU1680331: 3898kg (23%)
AYTZ7902482: 5157kg (23%)
TNEU0763618: 6890kg (23%)
CXCZ0094943: 3635kg (23%)
WDJZ9439405: 4704kg (23%)
OCDZ9539612: 3584kg (23%)
YWNJ2964692: 6414kg (23%)
IPJZ8689121: 5924kg (23%)
NISJ7639046: 4113kg (23%)
GXDU3517681: 3359kg (23%)
TSVU7768150: 5589kg (23%)
PDTJ4816907: 2784kg (23%)
BOGZ9015858: 2488kg (23%)
ZNSZ6002974: 4613kg (23%)
NAJJ3563608: 5129kg (23%)
PYDU5741019: 3537kg (23%)
FQPJ7916305: 4389kg (23%)
UEAZ8753254: 4152kg (23%)
ABNZ2855706: 6182kg (23%)
LSOJ7577542: 4690kg (23%)
BGLJ7756281: 4140kg (23%)
HTSZ6831277: 4418kg (23%)
OXHJ5055508: 3665kg (23%)
WJWJ6170175: 5196kg (23%)
NXTU6405546: 4011kg (23%)
PPJJ6924235: 4222kg (23%)
GTCZ8526604: 5565kg (23%)
WMNJ1241733: 2748kg (23%)
DKBJ4133792: 5612kg (23%)
GQSU9847147: 4006kg (23%)
GXZU1404946: 2712kg (23%)
RQWJ8556326: 5238kg (23%)
LGRJ0808742: 5048kg (23%)
XAKJ9382417: 4921kg (23%)
FXYJ6384793: 5681kg (23%)
WEGU0556772: 5185kg (23%)
PEAZ0628938: 3611kg (23%)
VEVJ2187379: 4568kg (23%)
RBJJ0624905: 4506kg (23%)
MXOU5797307: 5507kg (23%)
JHCJ0958709: 3231kg (23%)
FPFZ7719631: 6446kg (23%)
CPRU3443833: 4030kg (23%)
OLZZ5164058: 3864kg (23%)
HUDU3806179: 3348kg (23%)
YULU8567676: 6412kg (23%)
CQJU3298342: 5820kg (23%)
ELLJ8704220: 5126kg (23%)
POYU2693309: 3366kg (23%)
XJIU3212308: 5048kg (23%)
DAKZ4140406: 4966kg (23%)
PDOU5637536: 5276kg (23%)
HQPJ4109279: 2889kg (23%)
HZBJ9325911: 4339kg (23%)
DVVJ0822179: 5234kg (23%)
WZIJ7566907: 6019kg (23%)
SQTU4773105: 4369kg (23%)
WHGZ7847239: 5428kg (23%)
OQAJ4344216: 5300kg (23%)
ZWWZ3164282: 5214kg (23%)
RJGU0028086: 5058kg (23%)
CQFJ2209004: 5038kg (23%)
OXIZ4318831: 3206kg (23%)
RTTZ9429568: 3067kg (23%)
PHJU7467000: 6358kg (23%)
UBDJ7452633: 3621kg (23%)
OWOZ9052896: 4163kg (23%)
QEZU8577748: 4693kg (23%)
QEPJ2755366: 5563kg (23%)
RQTU2292446: 5611kg (23%)
HNOZ7215796: 5671kg (23%)
JDCU9081887: 4742kg (23%)
AKOU0150468: 5851kg (23%)
WJPZ1093028: 5050kg (23%)
BKMJ7998859: 5582kg (23%)
ANYZ0055844: 5454kg (23%)
IEGZ2307501: 4509kg (23%)
IXMZ8250938: 6946kg (23%)
BWIZ0697471: 6857kg (23%)
IDVJ1572030: 3738kg (23%)
WFPZ1097681: 4115kg (23%)
OSTU7383401: 2465kg (23%)
UBBU9075239: 6020kg (23%)
YOKJ8974455: 4614kg (23%)
RISU5469133: 4709kg (23%)
OTBZ3446880: 6433kg (23%)
ESXZ9076656: 5068kg (23%)
VQXJ7346924: 3504kg (23%)
ZKQZ9487467: 4440kg (23%)
FDBZ2722905: 3328kg (23%)
USHZ1051830: 6270kg (23%)
BBSU6632536: 6056kg (23%)
WRMJ3174345: 5520kg (23%)
TLLJ2636313: 6278kg (23%)
UPNJ5477100: 3715kg (23%)
LTCZ5728574: 6721kg (23%)
DMSU1318084: 4701kg (23%)
IXFJ5077253: 5418kg (23%)
CCSJ4043620: 5044kg (23%)
SKPZ8246756: 6609kg (23%)
FHVJ3345456: 3854kg (23%)
BXFU7615906: 4777kg (23%)
DNUJ0697986: 3580kg (23%)
ARBZ3334598: 5737kg (23%)
KPLJ6053417: 6000kg (23%)
LZHU2217493: 4275kg (23%)
XCZJ0318316: 4052kg (23%)
DUKZ6371580: 4357kg (23%)
DGHU7972853: 4729kg (23%)
FZQJ8555339: 3153kg (23%)
JWOU0513669: 3255kg (23%)
CCEJ1767696: 3806kg (23%)
WKBJ1458099: 2537kg (23%)
EPKJ5691174: 5207kg (23%)
VAUZ8717949: 5761kg (23%)
DUYJ9328048: 6028kg (23%)
NMLJ6917375: 5440kg (22%)
PQGJ1093044: 4297kg (22%)
EMPZ8726661: 6399kg (22%)
TKJJ1347165: 5477kg (22%)
MWMU0804721: 4501kg (22%)
QDTZ2188747: 6328kg (22%)
CTYZ5965908: 4927kg (22%)
ETWZ1286541: 5577kg (22%)
KLQU5758674: 4260kg (22%)
QPKU2504992: 5452kg (22%)
XODZ3235353: 5424kg (22%)
UNQU0621969: 2478kg (22%)
LCPJ6334293: 5107kg (22%)
LRDJ5505674: 4701kg (22%)
SSFU4931453: 5941kg (22%)
QYEZ4816782: 6313kg (22%)
KHLZ5604639: 3136kg (22%)
ULAZ6646291: 5263kg (22%)
XCMU1186514: 4507kg (22%)
WHVJ5794468: 3001kg (22%)
KYCJ6014568: 4364kg (22%)
ZGHZ8232002: 3791kg (22%)
FFPZ5060912: 3152kg (22%)
TEPU6260235: 5012kg (22%)
EOVU6436331: 5770kg (22%)
EPSU9930433: 3084kg (22%)
AFOZ2336841: 6495kg (22%)
BRHJ9027033: 4860kg (22%)
XTRJ3395953: 3216kg (22%)
KSPU5166142: 3665kg (22%)
XSOJ6626883: 4652kg (22%)
RIBJ9166365: 5991kg (22%)
ESYJ7675886: 5219kg (22%)
UHDU4407524: 2584kg (22%)
HTRU6897085: 3835kg (22%)
WLDJ7088401: 4891kg (22%)
UGNJ0322268: 3792kg (22%)
QVOZ1897546: 4518kg (22%)
UEQZ7536314: 5735kg (22%)
PWOU9447660: 3119kg (22%)
GLHZ9681535: 3152kg (22%)
GSVU8339141: 5155kg (22%)
BKIJ8398779: 3419kg (22%)
FSUZ1440853: 3411kg (22%)
BGLJ2098118: 3244kg (22%)
ORXJ9370812: 4205kg (22%)
RIOU5498769: 4755kg (22%)
BKZZ6956706: 3418kg (22%)
FEGJ7442034: 3648kg (22%)
WRVU3697669: 5490kg (22%)
TZTJ7705776: 3401kg (22%)
UQYJ3553328: 3142kg (22%)
NQKJ8293993: 2560kg (22%)
MUYU0029808: 6016kg (22%)
JJZZ4613540: 2294kg (22%)
JLLJ0837800: 4134kg (22%)
GSEJ4729332: 3084kg (22%)
PEDZ5658691: 4986kg (22%)
XGJZ9514999: 5551kg (22%)
MVAU1870196: 5860kg (22%)
SEEJ7749801: 3463kg (22%)
DDHU2543017: 3204kg (22%)
KRYJ2058414: 4055kg (22%)
PGGJ9308782: 5119kg (22%)
CQWU7030895: 3484kg (22%)
NZRU2288267: 2842kg (22%)
LBZU1502449: 3661kg (22%)
PIRU8737555: 5055kg (22%)
BONZ2335300: 3479kg (22%)
EEVU8308347: 5085kg (22%)
NEUU4472132: 5838kg (22%)
TBKU2045596: 5025kg (22%)
LWXJ5133023: 3511kg (22%)
GALJ9964834: 3977kg (22%)
RDYZ7207093: 4171kg (22%)
ZMFU1744909: 2301kg (22%)
BDJU7962158: 5332kg (22%)
FGEJ5946486: 4618kg (22%)
TMHZ8724448: 3475kg (22%)
SZIJ3149740: 4646kg (22%)
FBWJ8941634: 3183kg (22%)
MPVZ4355777: 5477kg (22%)
RTLZ0061244: 5357kg (22%)
URMZ7980454: 3643kg (22%)
TTLZ7613801: 3502kg (22%)
QBBJ2941076: 2780kg (22%)
GGCU6841592: 4327kg (22%)
MPZU0376623: 6332kg (22%)
KFMU5027212: 5310kg (22%)
FCMZ6785155: 4912kg (22%)
NIYJ9703309: 5248kg (22%)
CVCZ5689143: 6264kg (22%)
ICMZ5171071: 4306kg (22%)
IKJZ8543504: 6170kg (22%)
WVBJ9806131: 4781kg (22%)
BAPJ6226009: 6415kg (22%)
XNGJ3650896: 5363kg (22%)
BQGZ7576512: 4915kg (22%)
AXJZ4414274: 6125kg (22%)
CJHJ0324789: 4628kg (22%)
ZDKU2002305: 6535kg (22%)
HIOU6355285: 5933kg (22%)
MOTJ8560069: 5789kg (22%)
QFNZ2944019: 4523kg (22%)
AHPJ0328035: 3969kg (22%)
GWPZ2054876: 3395kg (22%)
KZEU6767851: 5275kg (22%)
HBFZ7764941: 6114kg (22%)
GCHJ2344818: 3885kg (22%)
CWAU5253250: 5014kg (22%)
WTKU8057021: 5254kg (22%)
IQAZ1079329: 3751kg (22%)
ZSXJ7556780: 4368kg (22%)
EDBU8425591: 4154kg (22%)
VAOZ1359452: 2893kg (22%)
IWNJ3868140: 5168kg (22%)
ZTKU4714948: 5933kg (22%)
YAPZ4000326: 3523kg (22%)
SWNU8508223: 3908kg (22%)
FWXU9768731: 4509kg (22%)
QKHZ6938028: 6377kg (22%)
BBUU3742260: 6199kg (22%)
XLAU0821191: 5840kg (22%)
DTCU8806079: 5458kg (22%)
QONZ2999962: 6276kg (22%)
OUQZ4720449: 3596kg (22%)
BWSJ1962859: 4466kg (22%)
SOQJ5588335: 5620kg (22%)
HKTZ7571862: 6132kg (22%)
BIFZ9092065: 4395kg (22%)
GQAZ6968724: 2929kg (22%)
MCTU4882404: 3797kg (22%)
OOEZ4581814: 4879kg (22%)
QNAJ7676662: 5718kg (22%)
JEBJ4311486: 3877kg (22%)
TSBU9671596: 3142kg (22%)
HXWU9522910: 3266kg (22%)
CXVU7675451: 5878kg (21%)
LEJU9995968: 4829kg (21%)
JHCU3714932: 4909kg (21%)
OQYU3947235: 4380kg (21%)
FOOZ4618930: 6285kg (21%)
YMFZ8852762: 2710kg (21%)
OFOJ8406641: 3156kg (21%)
HDBJ6343572: 4078kg (21%)
BWJJ0759783: 5278kg (21%)
YSHJ8146920: 4952kg (21%)
KOMU4512756: 3997kg (21%)
XGCJ6269466: 2775kg (21%)
IMIU0344697: 3836kg (21%)
ZXJZ0153646: 5042kg (21%)
PVQZ9878027: 6028kg (21%)
ARCU6297103: 5209kg (21%)
SRPU0980694: 2793kg (21%)
XZVZ8644607: 6286kg (21%)
DISZ5302694: 2981kg (21%)
EHZJ9018359: 5144kg (21%)
MAMJ5263402: 2172kg (21%)
BCWJ8790977: 5586kg (21%)
LEQZ6405319: 4760kg (21%)
WZTU8478443: 5905kg (21%)
HDBZ4984201: 5846kg (21%)
ZUQZ1666408: 4885kg (21%)
FZYZ3840196: 5955kg (21%)
DELZ3315885: 4659kg (21%)
JELU5486426: 2822kg (21%)
LLAJ7196373: 4822kg (21%)
EUTJ2157581: 6221kg (21%)
SVSU8495598: 3313kg (21%)
VXCZ4692174: 3713kg (21%)
FSMZ6857831: 5682kg (21%)
JCKZ8344394: 4885kg (21%)
HETU6209014: 3620kg (21%)
XONZ6250586: 5393kg (21%)
DWXJ7246897: 2978kg (21%)
ZNIJ1229569: 5452kg (21%)
FNEJ5340402: 5379kg (21%)
FMTZ3238438: 5894kg (21%)
DUSZ5306904: 4482kg (21%)
GDCZ4903229: 4715kg (21%)
MOAJ8098248: 2875kg (21%)
XFUZ0439678: 4612kg (21%)
BSBU7495545: 5212kg (21%)
CLCU5755568: 3982kg (21%)
YVFJ0002377: 3087kg (21%)
LEJJ8163474: 4587kg (21%)
WRYU3655929: 6304kg (21%)
GDXU6419285: 3197kg (21%)
OWPJ6436620: 4059kg (21%)
CZHJ9725211: 5798kg (21%)
GFAJ2586172: 4224kg (21%)
UDLU0841373: 2966kg (21%)
IKBJ3457389: 5939kg (21%)
DILU0081327: 6328kg (21%)
XTDJ5456044: 3831kg (21%)
KGNU3929503: 5780kg (21%)
VEXJ7428625: 5716kg (21%)
CEJJ9985439: 2522kg (21%)
UNTU2994220: 4942kg (21%)
SPLZ0593818: 4934kg (21%)
BQRJ7533928: 4201kg (21%)
BOYU9581204: 3240kg (21%)
QYLU3079104: 4895kg (21%)
MGBU1502784: 6039kg (21%)
IISZ6268932: 6154kg (21%)
BRYU0122152: 5896kg (21%)
IUIU1839472: 4186kg (21%)
ADUZ4881707: 5546kg (21%)
XFJZ1559891: 4739kg (21%)
LUOZ5746665: 5441kg (21%)
BVRZ8819895: 4971kg (21%)
KBBU5557105: 4159kg (21%)
PSZJ4048985: 5651kg (21%)
SUQZ0602028: 5165kg (21%)
LHWJ8416808: 4317kg (21%)
SPBU8770446: 4915kg (21%)
HGGU0705313: 6192kg (21%)
HHHZ2892024: 3363kg (21%)
MEPZ2485504: 3033kg (21%)
EZJZ6656692: 3255kg (21%)
SXKU6600710: 4235kg (21%)
PPLU9932543: 4758kg (21%)
BRHZ1173804: 3827kg (21%)
BZLZ5510013: 3321kg (21%)
LTUU3252383: 2665kg (21%)
HJLJ9479450: 3068kg (21%)
BOPZ7923642: 3410kg (21%)
HBCJ6443429: 2762kg (21%)
IEVU0200546: 5281kg (21%)
ASSZ6327602: 2870kg (21%)
GGTZ9104975: 4528kg (21%)
INPJ7731671: 4758kg (21%)
NCAZ3670947: 3886kg (21%)
KADJ8372376: 3496kg (21%)
HKSZ0413845: 4502kg (21%)
KEDU5629963: 5380kg (21%)
TKXU3747836: 4597kg (21%)
JFUJ4214515: 5549kg (21%)
FTHZ5626028: 4576kg (21%)
YTXU8313949: 3889kg (21%)
WAIJ0465653: 4499kg (20%)
TJYU5676778: 4912kg (20%)
ZCEJ8846321: 4685kg (20%)
VDZU9066427: 5126kg (20%)
BSOZ4230717: 5686kg (20%)
CCFU9157191: 6023kg (20%)
SBRZ4799956: 4297kg (20%)
KLQZ5658886: 5328kg (20%)
TSIJ6207835: 4289kg (20%)
FQPZ1693583: 4099kg (20%)
XEFU8421929: 4337kg (20%)
USXZ5506055: 3875kg (20%)
XKQJ8887175: 4920kg (20%)
CXWJ2348602: 4133kg (20%)
GHWZ4638697: 4675kg (20%)
UJVU3673517: 5469kg (20%)
AQMZ9096761: 2380kg (20%)
BGKU4399784: 4931kg (20%)
VJAJ1857087: 4695kg (20%)
PEJJ3571468: 5542kg (20%)
ZMAJ2393280: 2871kg (20%)
FACU4249444: 4050kg (20%)
OUPU7557359: 5687kg (20%)
JXKU6322417: 5852kg (20%)
FPEU0670939: 3619kg (20%)
ZGYJ3335589: 3115kg (20%)
JCYZ4772361: 5058kg (20%)
CEBZ3499876: 4781kg (20%)
KYGJ2505349: 5877kg (20%)
IQSZ4455033: 4685kg (20%)
SPUU6407675: 5402kg (20%)
MKBZ9687747: 5725kg (20%)
ZUNZ4834945: 4662kg (20%)
XILZ4263335: 4635kg (20%)
NJWZ7538309: 4705kg (20%)
FWBZ9236840: 4056kg (20%)
SZTJ5361158: 2935kg (20%)
WCJU4222883: 4907kg (20%)
AFEU3838940: 3421kg (20%)
GIAZ6693687: 2956kg (20%)
EWJJ4696027: 2988kg (20%)
WOMJ7438704: 5311kg (20%)
FLPZ6494097: 4666kg (20%)
QKKJ5516776: 5759kg (20%)
PCVJ6414353: 4597kg (20%)
YSMU3549210: 5873kg (20%)
SGLU2026763: 5058kg (20%)
TRXU3618619: 5826kg (20%)
RLTJ0035797: 3178kg (20%)
MJTZ1427238: 5021kg (20%)
MVLJ5318550: 3371kg (20%)
BNOU3880560: 4076kg (20%)
ASJZ6600916: 5158kg (20%)
FADZ5466081: 4396kg (20%)
HSLZ8813583: 3157kg (20%)
VUDZ1064196: 4184kg (20%)
LMNU2748349: 3543kg (20%)
UVCZ3002839: 2642kg (20%)
NZUZ5286901: 4184kg (20%)
FDDU8569596: 4041kg (20%)
SIAJ4199927: 5432kg (20%)
UYZJ0592372: 4917kg (20%)
JOMJ0451127: 5414kg (20%)
MQTU8415309: 4727kg (20%)
YJAU0477428: 4142kg (20%)
IKKJ9550217: 2335kg (20%)
YIKU2439793: 4355kg (20%)
JACJ7873936: 4401kg (20%)
YYBU4654450: 4817kg (20%)
UCTZ7137210: 4115kg (20%)
MOYU8701626: 4781kg (20%)
CQQZ7503541: 4671kg (20%)
IZVJ3282320: 4171kg (20%)
HULU7057081: 3421kg (20%)
BOPZ8277797: 3331kg (20%)
KCZJ3949588: 3492kg (20%)
BQHJ7011380: 5939kg (20%)
GPYZ5488416: 2905kg (20%)
TDPZ8419168: 2665kg (20%)
RBHU0684291: 2775kg (20%)
RIDZ1069763: 4639kg (20%)
WNCZ2477939: 5396kg (20%)
AVUU5348924: 3907kg (20%)
NTFJ5401179: 5259kg (20%)
SOFZ0484073: 4093kg (20%)
DHKU0860073: 4703kg (20%)
FXWZ8775413: 3246kg (20%)
KVLZ9334125: 2909kg (20%)
RLSJ2038652: 4920kg (20%)
WYIJ4531644: 4097kg (20%)
TKZZ0780337: 4563kg (20%)
